ID;Genero;rango_edad;distrito;nivel_educativo;situacion_laboral;nivel_socioeconomico;variedad_productos_financieros;conceptos_ahorro;Tarjeto de Debito;depósitos en cuentas de ahorro/corriente;Préstamos personales;Tarjeta de crédito;Compras en cuotas con tarjeta de crédito;No he utilizado ninguno;prestamos_garantia;inversion_fondos_comunes;diferencias_creditos;leasing;arrendamiento_financiero;creditos_educativos;ventajas_desventajas;menores_edad;mayores_edad;responsable_desiciones;presupuesto;presupuesto_familiar;plan_presupuesto_familiar
417;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;3;2;Yo mismo/a;Si;Si;Algunas veces
418;Femenino;40 años o más;Distrito 2;Postgrado;Autónomo;Medio;Si;No estoy seguro/a;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;Si;2;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
419;Femenino;40 años o más;Distrito 2;Educación secundaria;Autónomo;Bajo;No;No estoy seguro/a;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;No estoy seguro/a;No;Si;No estoy seguro/a;Si;Ninguno;3;Yo mismo/a;Si;Si;La mayoría de las veces
420;Masculino;18 - 25 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;No estoy seguro/a;No;No;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Siempre
421;Masculino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No;Si;Si;Si;Si;Si;1;1;Yo mismo/a;Si;Si;Siempre
422;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Alto;No;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No estoy seguro/a;Si;No;3;3;Yo mismo/a;Si;Si;Siempre
423;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;No;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;3;3;Yo mismo/a;Si;Si;Siempre
424;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Desempleado;Bajo;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;No estoy seguro/a;Ninguno;3;Otro;Si;Si;Algunas veces
425;Femenino;40 años o más;Distrito 2;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;No;No;Si;Si;No estoy seguro/a;No;No;Ninguno;3;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
426;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;3;Otro;Si;Si;Siempre
427;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No;No;No;Si;No;Ninguno;3;Ambos, en colaboración;Si;No estoy seguro/a;No tengo un plan
428;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No;No;No;Si;Si;No;3;3;Yo mismo/a;Si;Si;No tengo un plan
429;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;No estoy seguro/a;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No;No estoy seguro/a;No;3;Ninguna;Otro;Si;No estoy seguro/a;No tengo un plan
430;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;Si;Si;No;No;No;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
431;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Bajo;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;Si;Si;Si;No estoy seguro/a;Si;1;Ninguna;Ambos, en colaboración;Si;Si;Algunas veces
432;Masculino;40 años o más;Distrito 2;Educación secundaria;Empleado a tiempo completo;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;No;Si;Si;No;No;Si;Si;1;2;Mi cónyuge o pareja;Si;Si;Siempre
433;Femenino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo parcial;Bajo;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;2;Ambos, en colaboración;No;No;No tengo un plan
434;Masculino;40 años o más;Distrito 2;Educación primaria;Empleado a tiempo completo;Bajo;No;No estoy seguro/a;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;Si;No;No;No;No;No;2;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
435;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;1;Mi cónyuge o pareja;Si;Si;Algunas veces
436;Masculino;18 - 25 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;No;Ninguno;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
437;Masculino;26 - 39 años;Distrito 2;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;No;Si;Si;3;1;Ambos, en colaboración;Si;No estoy seguro/a;Algunas veces
438;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Otro;Medio;No;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;No;Si;Si;2;2;Yo mismo/a;Si;No;No tengo un plan
439;Masculino;26 - 39 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No;No;No;3;2;Yo mismo/a;Si;Si;Algunas veces
440;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;No estoy seguro/a;Ninguno;2;Yo mismo/a;Si;Si;La mayoría de las veces
441;Femenino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;Si;No;Si;Si;Si;1;1;Ambos, en colaboración;Si;Si;Siempre
442;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No estoy seguro/a;Si;Si;Ninguno;Ninguna;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;No tengo un plan
443;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;3;Otro;Si;Si;Algunas veces
444;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;No estoy seguro/a;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;No;No;No;No;No;Ninguno;1;Yo mismo/a;No;No estoy seguro/a;Algunas veces
445;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Bajo;Si;Si;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;No estoy seguro/a;No;No;Si;No;Ninguno;3;Otro;Si;Si;Algunas veces
446;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No;No;No;No;Ninguno;2;Otro;Si;No;Nunca
448;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No estoy seguro/a;Si;Si;Ninguno;2;Otro;Si;Si;La mayoría de las veces
449;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No;No estoy seguro/a;Si;Si;1;3;Otro;No estoy seguro/a;No estoy seguro/a;Algunas veces
450;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;No;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;No;No;Si;No estoy seguro/a;Si;1;1;Mi cónyuge o pareja;Si;Si;Algunas veces
451;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;Si;Si;No;Si;Si;Si;1;2;Otro;Si;Si;Siempre
452;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;No;No estoy seguro/a;No;Si;Si;Ninguno;3;Yo mismo/a;Si;No;La mayoría de las veces
453;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;Si;Si;Si;No estoy seguro/a;Ninguno;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
454;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;Si;No estoy seguro/a;No;No;Si;No estoy seguro/a;1;3;Otro;Si;No estoy seguro/a;No tengo un plan
455;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;No estoy seguro/a;No;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;No estoy seguro/a;No;No;No;No;2;2;Otro;Si;Si;Algunas veces
456;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;Si;Si;No;No estoy seguro/a;No;Si;1;2;Otro;Si;Si;La mayoría de las veces
457;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;Si;2;2;Otro;Si;Si;Siempre
458;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;No;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;No;No estoy seguro/a;Si;No estoy seguro/a;Ninguno;2;Yo mismo/a;Si;Si;La mayoría de las veces
459;Femenino;40 años o más;Distrito 2;Educación secundaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;No;No estoy seguro/a;Si;1;1;Ambos, en colaboración;Si;Si;Siempre
460;Femenino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;3;1;Yo mismo/a;Si;Si;Algunas veces
461;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Otro;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;No;Si;No;No estoy seguro/a;Si;Si;3;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
462;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Bajo;No estoy seguro/a;No;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No;No;No;No;No;No;2;2;Ambos, en colaboración;No estoy seguro/a;No estoy seguro/a;No tengo un plan
463;Femenino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;Si;No;Ninguno;2;Yo mismo/a;No;No;No tengo un plan
464;Femenino;40 años o más;Distrito 2;Postgrado;Empleado a tiempo parcial;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
465;Femenino;18 - 25 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;No;No;No;No;Si;Si;Si;Ninguno;2;Yo mismo/a;Si;Si;La mayoría de las veces
466;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No;No;No;Si;No estoy seguro/a;Ninguno;3;Yo mismo/a;Si;Si;Siempre
467;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;1;Yo mismo/a;Si;Si;Siempre
468;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No estoy seguro/a;Si;Si;2;1;Ambos, en colaboración;Si;Si;Siempre
469;Femenino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;No;Si;No;No;No;Si;Ninguno;3;Ambos, en colaboración;Si;No estoy seguro/a;La mayoría de las veces
470;Femenino;40 años o más;Distrito 2;Educación universitaria;Desempleado;Medio;Si;No estoy seguro/a;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No estoy seguro/a;No estoy seguro/a;3;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
471;Femenino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo parcial;Medio;No;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;Si;No;Si;No estoy seguro/a;Si;2;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
472;Femenino;18 - 25 años;Distrito 2;Postgrado;Estudiante;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No;No;No;No estoy seguro/a;No;Si;Si;2;3;Ambos, en colaboración;Si;Si;Algunas veces
473;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
474;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No estoy seguro/a;Si;Si;Si;1;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
475;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;Si;Si;Si;No estoy seguro/a;1;2;Yo mismo/a;Si;Si;Algunas veces
476;Masculino;18 - 25 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;No;Si;Ninguno;1;Yo mismo/a;No;No;Nunca
477;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;3;2;Mi cónyuge o pareja;Si;Si;Siempre
478;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No estoy seguro/a;No;No;3;3;Yo mismo/a;No estoy seguro/a;Si;Algunas veces
479;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Autónomo;Alto;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;No estoy seguro/a;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;La mayoría de las veces
480;Femenino;40 años o más;Distrito 2;Postgrado;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;Si;No estoy seguro/a;Si;No;Si;Si;No estoy seguro/a;1;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
481;Femenino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo completo;Alto;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;Siempre
482;Masculino;26 - 39 años;Distrito 2;Postgrado;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;No;No;No estoy seguro/a;Ninguno;3;Yo mismo/a;No;No;No tengo un plan
483;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No estoy seguro/a;Si;Si;3;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
484;Femenino;26 - 39 años;Distrito 2;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;Si;Si;No;No;No estoy seguro/a;Si;2;3;Ambos, en colaboración;Si;Si;Siempre
485;Masculino;26 - 39 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;Si;No;No;Si;No;Ninguno;1;Yo mismo/a;No;No;Nunca
486;Masculino;40 años o más;Distrito 2;Educación secundaria;Autónomo;Medio;No;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;No;Si;2;2;Ambos, en colaboración;Si;Si;Siempre
487;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Empleado a tiempo parcial;Medio;No;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;Si;Si;Ninguno;3;Yo mismo/a;No;No;No tengo un plan
488;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;No;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;Si;No;No;Si;No;3;2;Otro;No;No;No tengo un plan
489;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;Si;No;No;Si;No;3;3;Otro;Si;No;No tengo un plan
490;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;2;Ambos, en colaboración;No estoy seguro/a;Si;Nunca
491;Masculino;26 - 39 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Bajo;No;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No;No;Si;Si;1;3;Yo mismo/a;No;Si;La mayoría de las veces
492;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Si;Si;1;2;Ambos, en colaboración;Si;No estoy seguro/a;La mayoría de las veces
493;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;No estoy seguro/a;Si;Si;No;No estoy seguro/a;Si;Si;1;1;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;La mayoría de las veces
494;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;No;No;Si;Si;1;3;Otro;Si;Si;La mayoría de las veces
495;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;No;No;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;2;3;Ambos, en colaboración;Si;No;La mayoría de las veces
496;Masculino;40 años o más;Distrito 2;Educación secundaria;Desempleado;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No;No;Si;No estoy seguro/a;2;3;Yo mismo/a;Si;Si;La mayoría de las veces
497;Masculino;26 - 39 años;Distrito 2;Educación secundaria;Otro;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;No estoy seguro/a;2;2;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
498;Femenino;40 años o más;Distrito 2;Educación secundaria;Desempleado;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;Si;No estoy seguro/a;No estoy seguro/a;Si;No estoy seguro/a;1;2;Mi cónyuge o pareja;No;No;La mayoría de las veces
499;Masculino;40 años o más;Distrito 2;Educación primaria;Empleado a tiempo parcial;Medio;No;No estoy seguro/a;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;No;No;No;No estoy seguro/a;No estoy seguro/a;Si;No;3;2;Yo mismo/a;Si;Si;La mayoría de las veces
500;Masculino;40 años o más;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;No;No estoy seguro/a;Si;Si;No estoy seguro/a;Ninguno;1;Yo mismo/a;Si;Si;Algunas veces
501;Masculino;40 años o más;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No;No;No estoy seguro/a;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;Si;Algunas veces
502;Masculino;26 - 39 años;Distrito 2;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;Si;No;Si;No;No;No;Si;2;Ninguna;Ambos, en colaboración;No estoy seguro/a;No estoy seguro/a;Nunca
503;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;Si;Si;Si;No;Si;No estoy seguro/a;Si;Ninguno;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
504;Femenino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;Ninguno;3;Yo mismo/a;Si;No;No tengo un plan
505;Masculino;40 años o más;Distrito 2;Educación primaria;Autónomo;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;No;Si;Ninguno;1;Yo mismo/a;Si;No;No tengo un plan
506;Masculino;26 - 39 años;Distrito 2;Educación secundaria;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;Si;No;No;Si;Si;3;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
507;Masculino;26 - 39 años;Distrito 2;Educación técnica o profesional;Autónomo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;No;No;Si;1;3;Ambos, en colaboración;Si;Si;La mayoría de las veces
508;Femenino;26 - 39 años;Distrito 2;Educación primaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
509;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;Si;Si;No;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;3;Yo mismo/a;No estoy seguro/a;No;Nunca
510;Femenino;18 - 25 años;Distrito 2;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;Si;No;No;No;No;No;1;3;Otro;Si;Si;Siempre
511;Masculino;40 años o más;Distrito 2;Educación secundaria;Jubilado;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;Si;Si;No;Ninguno;3;Ambos, en colaboración;Si;Si;Algunas veces
512;Masculino;18 - 25 años;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;2;Yo mismo/a;Si;Si;Siempre
513;Masculino;18 - 25 años;Distrito 2;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;Si;3;3;Mi cónyuge o pareja;Si;Si;Siempre
514;Masculino;40 años o más;Distrito 2;Educación secundaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;No;No;Si;No;No;No;No;1;3;Mi cónyuge o pareja;Si;Si;Algunas veces
515;Femenino;26 - 39 años;Distrito 2;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
